"marital","retire","gender","tollfree","equip","callcard","wireless","multiline","voice","pager","internet","callid","callwait","forward","confer","ebill","custcat","region","tenure","age","address","income","employ","reside","longmon","tollmon","equipmon","cardmon","wiremon","longten","tollten","equipten","cardten","wireten","loglong","lninc","edNS","edN","edS","edSN","edSS","edNN"
8,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,99,3,8,22,70,35,4,48,9,3,43.6,0,0,30,0,3040.8,0,0,2020,0,3.7750571504,3.8712010109,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,3,4,33,32,47,25,135,6,1,10.5,0,0,0,0,353,0,0,0,0,2.3513752572,4.9052747784,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","Yes","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,22,61,52,23,19,0,2,18.2,24.75,29.95,9.25,0,1037.65,1568.4,1758.4,570,0,2.9014215941,2.9444389792,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","Yes","yyyy","Y","yes","Nooo","yy","Yesss","N",22,33,44,88,8,11,24,25,3,28,0,3,10.6,0,40.4,25.25,23.4,267.3,0,920.15,530,533.85,2.3608540011,3.3322045102,404,404,"CollegeDegree","CD","CD",404
8,9,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,56,61,14,12,16,2,16.85,0,0,11.25,0,881.65,0,0,595,0,2.8243506568,2.4849066498,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","Yes","yyyy","Y","yes","Nooo","nn","Yesss","y",22,33,99,3,8,33,54,59,28,28,15,1,10.7,0,31.65,5.25,19.05,638.55,0,1717.7,290,894.1,2.3702437415,3.3322045102,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","Yes","nnnn","Y","yes","Yesss","yy","Yesss","y",66,33,44,3,16,33,43,38,7,18,8,3,9.4,0,39.55,0,29.4,411.15,0,1758.7,0,1159.3,2.2407096893,2.8903717579,303,303,"SomeCollege","SC","SC",303
3,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,3,16,11,19,35,7,58,5,1,3.65,37,40.3,21.25,43.05,65.15,690.85,742.95,385,741.65,1.2947271676,4.0604430105,303,303,"SomeCollege","SC","SC",303
3,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,5,43,16,72,17,1,5.55,15.75,0,6.5,0,23.9,62.25,0,25,0,1.7137979278,4.276666119,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,11,24,61,6,112,3,4,8.2,0,0,11,0,210.25,0,0,265,0,2.1041341543,4.7184988713,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,33,62,35,2,28,8,2,18.45,0,0,19,0,1152.7,0,0,1150,0,2.9150643705,3.3322045102,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,22,14,40,13,398,11,1,6.4,18,43.1,23.75,47.7,71,259,597.8,295,644.35,1.8562979904,5.9864520053,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,10,"Y","No","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,3,16,33,60,48,22,106,21,3,13.05,44.25,0,17,69.55,760.95,2601.85,0,1050,4154.55,2.5687881338,4.6634390941,303,303,"SomeCollege","SC","SC",303
8,9,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,22,30,74,12,10,3,2,7.25,30.25,0,17.25,0,225.3,906,0,585,0,1.9810014689,2.302585093,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,11,40,42,16,108,17,4,4.95,0,29.7,0,0,205.65,0,1151.35,0,0,1.5993875766,4.6821312271,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,42,50,17,85,15,4,14.3,0,0,11.5,0,567.95,0,0,485,0,2.6602595373,4.4426512565,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,3,8,11,20,34,14,51,9,1,5.65,0,0,0,0,126.4,0,0,0,0,1.7316555452,3.9318256327,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",22,77,99,3,12,11,4,22,1,22,2,3,2.25,0,0,23.5,0,8,0,0,85,0,0.8109302162,3.0910424534,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","No","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,3,16,22,44,49,2,66,8,4,4.25,43.25,0,38.75,39.55,184.9,1980.05,0,1655,1655.9,1.4469189829,4.189654742,202,202,"HighSchoolDegree","HSD","HSD",202
3,9,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,49,63,18,10,2,1,13.9,33.25,0,12.75,0,668.95,1624.6,0,615,0,2.6318888401,2.302585093,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","No","nnnn","N","no","Nooo","nn","Nooo","y",22,77,99,3,12,33,5,36,2,34,4,2,3.5,19.5,0,0,0,14.2,105.9,0,0,0,1.2527629685,3.5263605246,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,33,70,50,29,67,22,4,51.9,0,0,15.75,0,3438.4,0,0,1075,0,3.9493187902,4.2046926194,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,30,57,16,19,1,4,7.25,0,0,8.5,0,200.1,0,0,285,0,1.9810014689,2.9444389792,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"Y","Yes","yyyy","Y","no","Yesss","yy","Yesss","y",66,77,99,88,16,22,28,48,20,128,4,1,10,20.75,53.6,26.5,55.3,313.05,590.9,1481.35,710,1424.2,2.302585093,4.8520302639,404,404,"CollegeDegree","CD","CD",404
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,3,16,11,5,28,3,39,1,6,4.7,24.25,44.65,16.5,32.5,30.75,131.9,184.25,60,106.2,1.5475625087,3.6635616461,505,505,"PostUndergraduateDegree","PUD","PUD",505
3,4,10,"Y","Yes","yyyy","Y","no","Yesss","yy","Nooo","y",66,77,99,88,16,22,27,35,12,56,3,1,8.25,32.5,35.65,11,33.85,202.55,897.95,903.25,205,805.95,2.1102132003,4.0253516907,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","Yes","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,88,4,22,17,39,12,45,10,1,8.65,0,28.95,0,0,133.1,0,450.2,0,0,2.1575593209,3.8066624898,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,4,37,8,25,1,5,2.5,0,0,0,0,9.15,0,0,0,0,0.9162907319,3.2188758249,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"Y","No","nnnn","N","no","Nooo","nn","Yesss","y",66,33,99,3,12,11,30,23,0,24,1,4,13.35,22.5,0,0,0,397.4,636.35,0,0,0,2.5915163848,3.1780538303,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","No","yyyy","Y","yes","Nooo","yy","Yesss","y",66,77,99,3,16,33,71,40,19,53,14,2,10.15,40,0,27.75,38.35,781.7,2912.3,0,2030,2590.65,2.3174737055,3.9702919136,404,404,"CollegeDegree","CD","CD",404
3,9,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",66,33,44,3,4,33,67,77,55,49,45,1,25.35,0,0,26.75,0,1692,0,0,1755,0,3.23277873,3.8918202981,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,33,24,48,3,38,16,2,5.55,0,0,11.25,0,133.4,0,0,265,0,1.7137979278,3.6375861597,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","Yes","yyyy","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,11,24,54,7,84,10,2,11.45,0,28.7,10.5,0,288.05,0,675.4,220,0,2.43798973,4.4308167988,303,303,"SomeCollege","SC","SC",303
3,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,22,59,54,32,126,22,1,13.6,28.75,0,11.75,0,796.4,1625.1,0,660,0,2.6100697927,4.836281907,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,33,44,88,8,33,59,32,9,73,5,1,29.2,21.5,0,12.75,0,1726.6,1231.9,0,655,0,3.3741687093,4.2904594411,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","nnnn","N","yes","Yesss","nn","Yesss","N",22,33,44,88,8,33,44,37,1,41,8,6,9.15,0,0,0,0,387.95,0,0,0,0,2.2137538793,3.7135720667,404,404,"CollegeDegree","CD","CD",404
8,4,5,"N","No","nnnn","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,11,19,31,0,22,2,3,4.85,0,0,0,0,88.9,0,0,0,0,1.5789787049,3.0910424534,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","Yes","yyyy","N","no","Nooo","nn","Yesss","N",22,33,44,3,4,22,58,46,23,23,2,2,11.1,0,25.6,10.5,0,620.75,0,1471.4,625,0,2.4069451083,3.1354942159,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,99,3,8,11,41,53,22,94,25,2,12.65,0,0,11.75,0,488.15,0,0,500,0,2.5376572152,4.5432947823,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","Yes","yyyy","Y","no","Yesss","nn","Nooo","y",66,77,99,3,12,22,16,33,1,30,7,4,9.25,21,41.4,17.75,41,138.5,282.3,634.1,265,595.3,2.2246235515,3.4011973817,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,99,3,4,33,13,36,11,31,0,1,2.3,0,0,0,0,30.5,0,0,0,0,0.8329091229,3.4339872045,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,11,60,53,22,171,37,1,9.9,31.75,0,18,0,608.65,1972.1,0,1070,0,2.2925347571,5.1416635565,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,22,72,49,23,102,27,6,41.15,0,0,33.25,0,3098.55,0,0,2345,0,3.7172239271,4.6249728133,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","N",66,33,44,88,16,22,33,39,17,27,3,1,9.7,21.75,41.75,8.5,61.6,294.8,680.3,1342.05,255,2019.75,2.2721258855,3.295836866,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,3,16,22,72,45,25,98,20,2,30.25,0,0,13.25,42.85,2182.65,0,0,900,2940.35,3.4094961845,4.5849674787,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,3,16,11,66,54,8,591,25,2,25,34.25,45,16,53,1636.25,2242.55,2816.25,1005,3538.5,3.2188758249,6.3818160174,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,53,37,7,25,2,6,5.4,52,0,34,0,291.5,2794.95,0,1660,0,1.6863989536,3.2188758249,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"Y","Yes","yyyy","Y","yes","Nooo","yy","Yesss","y",66,77,99,88,16,22,22,28,0,36,0,4,9.7,21.5,39.9,9.5,42.9,220.75,480.1,857.2,175,883.2,2.2721258855,3.5835189385,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","y",22,77,44,3,12,22,14,26,1,25,0,3,4.4,0,0,0,0,71.2,0,0,0,0,1.4816045409,3.2188758249,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","yyyy","Y","no","Nooo","nn","Nooo","y",66,77,99,3,12,11,52,49,18,69,13,2,18.35,0,0,19,34.5,893.25,0,0,935,1711.7,2.9096295745,4.2341065046,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","No","yyyy","Y","no","Nooo","yy","Nooo","y",66,77,99,3,12,33,33,30,5,22,0,2,5.55,33.75,0,37.25,30,211.05,1129.25,0,1215,946.8,1.7137979278,3.0910424534,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,9,10,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,33,72,66,26,67,37,1,39.1,65,0,39.75,0,2743.65,4748.45,0,2830,0,3.666122467,4.2046926194,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","No","yyyy","Y","yes","Yesss","nn","Nooo","y",66,77,99,3,12,11,40,40,3,73,12,4,10,0,0,14,27.15,376.6,0,0,555,1035.5,2.302585093,4.2904594411,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",22,77,99,88,16,22,29,26,1,22,2,1,6.1,0,47,24.25,35.55,175.3,0,1265.65,710,965.9,1.8082887712,3.0910424534,404,404,"CollegeDegree","CD","CD",404
3,9,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,63,67,22,9,12,1,18.05,0,0,19,0,1140.2,0,0,1135,0,2.8931456848,2.1972245773,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","yyyy","Y","yes","Nooo","yy","Yesss","y",22,33,44,88,8,22,56,54,25,147,31,1,12.7,24.5,39.05,24.25,34.2,763.1,1348.15,2108.1,1310,1848.85,2.5416019935,4.9904325868,303,303,"SomeCollege","SC","SC",303
8,4,10,"Y","No","yyyy","Y","no","Yesss","yy","Nooo","y",66,77,99,3,16,33,60,50,26,239,19,2,21.5,77.75,0,10.25,64.2,1377,4628.5,0,570,3756.15,3.0680529351,5.4764635519,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","y",22,33,44,88,4,33,28,22,3,23,1,5,10.95,0,0,0,0,263.95,0,0,0,0,2.3933394563,3.1354942159,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,99,3,8,22,39,39,19,29,6,1,5.95,0,0,21.25,0,227.85,0,0,835,0,1.7833912196,3.36729583,404,404,"CollegeDegree","CD","CD",404
8,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",22,77,44,3,12,33,65,39,18,32,15,4,21.1,0,0,9.75,0,1432.8,0,0,585,0,3.0492730405,3.4657359028,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","No","yyyy","N","no","Nooo","yy","Nooo","y",66,77,99,3,12,33,29,31,7,30,7,1,7.6,33.75,0,14.5,0,240.85,937.85,0,395,0,2.0281482473,3.4011973817,303,303,"SomeCollege","SC","SC",303
3,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,28,36,8,57,13,2,9.6,21.75,0,17.25,0,272.85,607.95,0,435,0,2.2617630985,4.0430512678,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","No","yyyy","Y","no","Nooo","yy","Nooo","y",66,77,99,3,12,11,2,18,0,20,0,1,3.75,22.25,0,23.5,27.1,4.45,44.65,0,15,25.65,1.32175584,2.9957322736,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","yyyy","N","yes","Nooo","nn","Nooo","y",22,77,99,3,12,33,67,52,13,248,20,3,35.85,39.75,34.3,22.25,0,2368.9,2522.75,2170.85,1435,0,3.579343567,5.5134287462,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","Yes","yyyy","Y","no","Nooo","yy","Yesss","y",66,33,44,88,16,33,5,35,9,59,8,5,3.1,18.5,37.9,22.75,26.4,21.45,114.8,140.35,120,109.6,1.1314021115,4.0775374439,303,303,"SomeCollege","SC","SC",303
3,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",22,77,99,3,12,33,48,35,10,24,6,1,16.95,43,0,28.5,0,874.45,2007.4,0,1270,0,2.8302678338,3.1780538303,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,10,26,4,25,4,3,3.7,0,0,0,0,38.2,0,0,0,0,1.3083328197,3.2188758249,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","No","nnnn","N","yes","Nooo","nn","Nooo","N",22,77,99,3,12,22,17,28,3,37,2,1,5.5,0,0,0,0,84.25,0,0,0,0,1.7047480922,3.6109179126,303,303,"SomeCollege","SC","SC",303
8,4,10,"Y","Yes","yyyy","Y","yes","Yesss","nn","Yesss","N",66,77,44,88,16,11,21,24,0,30,0,5,17.8,23.75,36.3,10.5,31.75,374.05,513.65,738.9,205,642.2,2.8791984573,3.4011973817,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,22,25,51,9,66,13,2,6.45,16.25,48.15,31,34.55,140.85,415.55,1202.65,790,828.25,1.8640801308,4.189654742,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,33,44,31,8,16,3,1,14.4,0,0,12,0,632.95,0,0,490,0,2.6672282066,2.7725887222,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"Y","Yes","yyyy","Y","yes","Nooo","yy","Nooo","y",22,77,99,88,16,22,59,49,28,429,23,2,10.2,24.25,42.85,16,43.35,592.2,1524.8,2444.7,885,2450.9,2.3223877203,6.0614569189,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,11,26,7,20,4,1,6.95,0,0,0,0,84.05,0,0,0,0,1.9387416596,2.9957322736,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","Yes","yyyy","Y","no","Nooo","nn","Yesss","y",22,77,99,88,12,22,50,68,32,262,28,2,12.4,20.5,40.8,18.25,25.15,601.1,993.65,2025.25,870,1217.35,2.5176964726,5.5683445038,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","nnnn","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,33,23,25,2,28,1,5,4.15,0,0,0,0,94.25,0,0,0,0,1.4231083342,3.3322045102,303,303,"SomeCollege","SC","SC",303
3,4,10,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,11,17,19,0,18,0,2,7.1,0,24.95,0,0,120.35,0,401.8,0,0,1.960094784,2.8903717579,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","No","yyyy","Y","no","Yesss","nn","Nooo","y",66,77,99,3,12,11,15,62,3,144,21,2,5.25,15.5,0,31.75,33.95,81.05,237.9,0,490,446.1,1.6582280766,4.9698132996,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,22,68,57,38,33,9,2,13.5,0,0,19,0,901,0,0,1240,0,2.6026896854,3.4965075615,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","Yes","yyyy","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,11,69,42,23,19,0,2,25.95,0,36.9,18.75,0,1812.15,0,2630.5,1270,0,3.2561716096,2.9444389792,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,30,24,3,30,7,5,6.75,0,0,0,0,171.75,0,0,0,0,1.9095425049,3.4011973817,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"Y","No","yyyy","Y","no","Yesss","nn","Nooo","y",66,33,99,3,12,33,22,30,8,41,8,1,6.1,22.75,0,13.25,21.35,119.95,441.25,0,290,467.05,1.8082887712,3.7135720667,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,10,20,1,20,0,4,5.9,0,0,0,0,48.95,0,0,0,0,1.7749523509,2.9957322736,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","Yes","yyyy","N","yes","Nooo","nn","Nooo","y",22,33,44,3,8,11,72,59,12,65,21,6,34.65,0,36.45,40.75,0,2519.3,0,2583.9,2910,0,3.5452977256,4.1743872699,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",22,33,99,3,12,22,34,24,5,17,0,2,15.25,0,0,4.75,0,522.45,0,0,150,0,2.7245795031,2.8332133441,404,404,"CollegeDegree","CD","CD",404
8,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",66,33,99,3,12,22,43,49,18,66,22,4,8.6,0,0,20.75,0,376.7,0,0,875,0,2.1517622033,4.189654742,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"Y","Yes","yyyy","Y","no","Yesss","yy","Yesss","y",22,77,44,88,16,33,31,37,15,18,5,3,5.2,19.5,47.25,15.75,39.8,151.7,611.1,1457.95,460,1170.3,1.6486586256,2.8903717579,404,404,"CollegeDegree","CD","CD",404
8,4,5,"Y","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,6,27,5,26,2,5,5.6,12,0,0,0,30.35,72.5,0,0,0,1.7227665977,3.258096538,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",66,77,44,3,12,22,48,42,21,46,4,1,14.45,0,0,41.5,0,618.1,0,0,1935,0,2.6706944146,3.8286413965,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,50,25,6,19,5,3,7.25,0,0,7.5,0,356.15,0,0,375,0,1.9810014689,2.9444389792,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","No","nnnn","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,33,20,41,19,58,6,2,5.25,0,0,0,0,98.2,0,0,0,0,1.6582280766,4.0604430105,202,202,"HighSchoolDegree","HSD","HSD",202
3,9,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,33,61,73,10,25,21,1,16.65,0,0,71,0,965.6,0,0,4350,0,2.8124102164,3.2188758249,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,6,21,0,15,1,1,3.65,0,0,0,0,19.4,0,0,0,0,1.2947271676,2.7080502011,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,22,1,22,2,35,2,1,1.65,0,0,0,0,1.65,0,0,0,0,0.5007752879,3.5553480615,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,11,21,43,13,41,1,1,6.15,23.75,45.4,12.25,37.25,118.15,497.15,878.6,195,763.5,1.8164520818,3.7135720667,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","Yes","nnnn","Y","yes","Nooo","yy","Yesss","y",66,77,99,88,16,33,7,32,1,71,3,2,3.6,15.25,41,0,28.05,19.1,122.1,245.65,0,157.15,1.2809338455,4.262679877,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","yyyy","Y","no","Yesss","yy","Nooo","y",66,77,99,3,16,33,65,56,19,608,34,2,14.55,69.5,0,20.25,68.3,964.85,4584.8,0,1300,4325.6,2.6775909936,6.410174882,303,303,"SomeCollege","SC","SC",303
3,4,10,"N","Yes","yyyy","N","yes","Yesss","nn","Nooo","N",22,77,44,88,8,11,64,37,10,44,9,1,16.15,0,35.05,22,0,965.3,0,2337.25,1350,0,2.7819200497,3.7841896339,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","y",66,77,44,3,12,33,4,30,0,41,0,2,2,0,0,0,0,9.9,0,0,0,0,0.6931471806,3.7135720667,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,77,44,88,8,11,67,45,22,83,11,2,27,0,0,10.75,0,1724.8,0,0,640,0,3.295836866,4.4188406078,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","nnnn","N","yes","Nooo","yy","Yesss","N",22,33,44,3,8,22,22,35,12,28,3,2,6.6,0,0,0,0,180.55,0,0,0,0,1.887069649,3.3322045102,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",66,77,44,3,12,33,51,37,17,101,10,2,14.95,0,0,9.5,0,736.85,0,0,480,0,2.7047112998,4.6151205168,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","yyyy","Y","yes","Nooo","nn","Nooo","N",66,77,99,3,12,11,50,28,6,28,10,1,6.4,17.25,36.85,12.75,22,330.95,851.7,1869.4,600,997,1.8562979904,3.3322045102,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,31,47,18,35,0,2,11.95,0,0,0,0,390.6,0,0,0,0,2.4807312784,3.5553480615,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,44,3,12,33,4,28,0,39,3,1,7.1,15,0,12.75,0,23.8,70.45,0,25,0,1.960094784,3.6635616461,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,33,60,56,19,51,11,1,15.25,0,57.45,28.5,67,873.7,0,3404.1,1630,4046.25,2.7245795031,3.9318256327,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,88,4,33,7,31,12,31,7,6,5.05,0,0,0,0,38.05,0,0,0,0,1.6193882433,3.4339872045,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,88,8,33,20,40,2,209,15,1,7.2,0,0,4.75,0,172.1,0,0,80,0,1.974081026,5.342334252,404,404,"CollegeDegree","CD","CD",404
