"row ID","Default","Loan","Mortgage","Value","YOJ","Derogatories","Delinquencies","CLAGE","Inquiries","CLNO","DEBTINC","BIN_Reason","BIN_Job"
"R4700","1",24800,37200.0,67000.0,10.0,1,8,242.466666667,4,23,33.779915348719925,"DebtCon","Other"
"R4701","0",24800,82670.0,106563.0,8.0,0,0,302.984432019,2,28,30.9564858359,"DebtCon","Mgr"
"R4705","0",24900,46116.0,77519.0,9.0,0,0,120.083551917,1,19,42.9295092673,"DebtCon","Other"
"R4706","0",24900,60778.0,94374.0,5.0,0,0,232.118807802,1,20,34.9254900104,"DebtCon","Other"
"R4707","0",24900,17139.0,33269.0,16.0,3,0,124.19682654,1,18,26.275832415,"DebtCon","Other"
"R4710","0",24900,92168.0,143484.0,6.0,0,0,159.583442071,0,31,34.1458713449,"HomeImp","ProfExe"
"R4714","1",24900,77000.0,115006.0,10.0,0,0,293.233333333,0,36,33.779915348719925,"DebtCon","Other"
"R4716","1",25000,74800.0,105000.0,10.0,0,5,163.3,2,46,33.779915348719925,"DebtCon","Mgr"
"R4721","0",25000,73760.81719955898,62619.0,26.0,0,0,112.967483316,0,8,21.2638053768,"DebtCon","Other"
"R4724","0",25000,99348.0,200000.0,23.0,0,0,199.833333333,0,19,33.779915348719925,"DebtCon","Other"
"R4725","0",25000,149000.0,202500.0,11.0,0,0,256.666666667,2,34,33.779915348719925,"HomeImp","Other"
"R4730","0",25000,145000.0,185000.0,2.0,0,0,176.5,1,17,33.779915348719925,"HomeImp","Self"
"R4733","0",25000,84000.0,120000.0,1.5,0,0,188.768213058,2,25,33.779915348719925,"DebtCon","Other"
"R4734","0",25000,94000.0,141750.0,22.0,0,0,209.0,0,13,33.779915348719925,"DebtCon","Mgr"
"R4735","0",25000,77590.0,108290.0,10.0,0,1,396.733333333,0,45,33.779915348719925,"DebtCon","Office"
"R4738","0",25000,199000.0,236200.0,8.0,0,0,133.366666667,1,42,33.779915348719925,"HomeImp","Other"
"R4740","0",25000,22800.0,49523.0,36.0,0,0,281.066666667,1,24,33.779915348719925,"DebtCon","Other"
"R4748","0",25000,65700.0,93400.0,10.0,0,0,149.166666667,0,21,33.779915348719925,"DebtCon","Office"
"R4750","1",25000,46451.0,89600.0,10.0,1,2,95.3666666667,2,15,33.779915348719925,"DebtCon","Office"
"R4753","1",25000,26743.0,57000.0,2.0,0,0,90.6,3,19,33.779915348719925,"DebtCon","Other"
"R4756","1",25000,184000.0,232760.0,4.0,0,4,230.1,2,44,33.779915348719925,"DebtCon","Other"
"R4757","1",25000,160000.0,220000.0,7.0,0,6,228.066666667,2,35,33.779915348719925,"DebtCon","Other"
"R4760","1",25000,105750.0,141000.0,15.0,1,2,305.366666667,2,14,33.779915348719925,"HomeImp","Office"
"R4763","1",25000,123184.0,200000.0,12.0,0,1,160.3,1,32,33.779915348719925,"DebtCon","Other"
"R4764","1",25000,90000.0,128000.0,10.0,1,1,73.0333333333,5,40,33.779915348719925,"DebtCon","Other"
"R4765","1",25000,73760.81719955898,48700.0,11.0,0,3,41.5666666667,3,6,33.779915348719925,"DebtCon","ProfExe"
"R4773","1",25000,59841.0,108620.0,20.0,0,0,101.466666667,0,4,33.779915348719925,"DebtCon","Self"
"R4774","1",25000,132000.0,165000.0,10.0,0,0,196.833333333,1,29,33.779915348719925,"DebtCon","ProfExe"
"R4777","1",25000,86000.0,120000.0,6.0,2,1,105.533333333,8,16,33.779915348719925,"DebtCon","Mgr"
"R4778","1",25000,11300.0,154340.0,19.0,1,5,119.666666667,1,21,33.779915348719925,"DebtCon","Other"
"R4779","1",25000,39000.0,72500.0,3.0,0,1,114.666666667,3,22,33.779915348719925,"DebtCon","Other"
"R4780","1",25000,112000.0,157000.0,5.5,0,0,63.9,3,9,33.779915348719925,"DebtCon","Office"
"R4781","1",25000,103700.0,172762.0,4.0,0,0,179.76627518658208,0,0,33.779915348719925,"DebtCon","Other"
"R4783","0",25000,73760.81719955898,45764.0,8.922268135904508,0,0,107.144760833,1,12,27.7799053366,"DebtCon","Other"
"R4784","0",25000,135501.0,184613.0,0.0,0,0,119.530525409,1,39,30.6588162302,"DebtCon","Mgr"
"R4793","0",25100,21490.0,71571.0,8.922268135904508,1,1,101.925132943,1,25,30.4441192559,"DebtCon","Other"
"R4795","0",25100,46614.0,69750.0,17.0,0,0,193.252579437,1,22,33.7153516491,"DebtCon","Office"
"R4797","0",25100,65633.0,100776.0,15.0,0,1,141.93813032,0,29,40.62020969,"DebtCon","Other"
"R4800","0",25100,26889.0,47061.0,28.0,0,0,318.901332512,1,13,31.3245659598,"DebtCon","Other"
"R4802","0",25100,26211.0,42517.0,28.0,0,0,313.336227867,1,12,31.2950695657,"DebtCon","Other"
"R4805","0",25100,23269.0,75668.0,8.922268135904508,2,1,73.317884984,2,25,28.1659301434,"DebtCon","Other"
"R4806","0",25100,143881.0,243809.0,27.0,0,0,353.990836467,1,18,39.8767070303,"HomeImp","ProfExe"
"R4807","0",25100,73398.0,115065.0,5.0,0,0,88.6063374743,2,31,42.0502444538,"DebtCon","Other"
"R4808","0",25100,44639.0,75412.0,22.0,0,1,284.913670427,0,29,39.5180170847,"DebtCon","Other"
"R4812","0",25200,94712.0,127247.0,8.0,0,0,166.822010002,0,30,39.025926424,"DebtCon","Office"
"R4813","0",25200,55283.0,103324.0,0.0,0,0,181.45136816,0,26,32.9238604684,"DebtCon","ProfExe"
"R4818","0",25200,137054.0,207511.0,4.0,0,0,188.574659484,0,27,39.9638876571,"HomeImp","ProfExe"
"R4819","0",25200,73760.81719955898,68083.0,26.0,0,0,128.423086544,0,8,21.0550011399,"DebtCon","Other"
"R4821","0",25200,73168.0,93608.0,9.0,0,0,151.121479523,0,21,35.5903267689,"DebtCon","Office"
"R4823","0",25200,69510.0,90781.0,6.0,0,1,143.831353877,4,25,35.326912601,"DebtCon","ProfExe"
"R4828","0",25300,115226.0,153900.0,6.0,0,0,303.014083463,2,36,41.7151106859,"DebtCon","Office"
"R4829","0",25300,118744.0,153552.0,5.0,0,0,307.87619897,1,35,43.469263374,"DebtCon","Office"
"R4830","0",25300,73760.81719955898,33975.0,23.0,0,0,79.1632595384,2,14,27.179225539,"HomeImp","Other"
"R4831","0",25300,22361.0,50688.0,24.0,0,0,125.407464009,0,11,25.1814988385,"DebtCon","Other"
"R4835","0",25300,46780.0,62536.0,18.0,0,0,189.13668831,0,22,30.7467243663,"DebtCon","Office"
"R4840","0",25400,61907.0,87133.0,0.0,0,1,81.4921194098,0,22,34.3646983104,"DebtCon","Office"
"R4846","0",25400,62906.0,96327.0,17.0,0,0,110.620127059,1,16,33.7607483586,"DebtCon","Other"
"R4847","0",25400,138132.0,243327.0,27.0,0,0,349.940929526,0,19,37.8200545188,"HomeImp","ProfExe"
"R4850","0",25400,73760.81719955898,45369.0,8.922268135904508,0,0,87.2638470202,1,12,27.5294977041,"DebtCon","Other"
"R4851","0",25500,135728.0,178942.0,0.0,0,0,133.956494104,1,38,32.4256299469,"DebtCon","Mgr"
"R4853","0",25500,143881.0,178914.0,7.0,0,0,323.022571803,0,35,37.5758219746,"DebtCon","ProfExe"
"R4857","1",25500,25828.0,44166.0,8.922268135904508,0,1,187.862518382,1,17,39.4278901571,"DebtCon","Other"
"R4862","0",25500,84267.0,117833.0,12.0,0,1,123.756856468,0,18,27.4711577804,"DebtCon","ProfExe"
"R4863","0",25500,235839.0,267506.0,5.0,0,0,240.21701392,3,51,39.0484277634,"HomeImp","Self"
"R4864","0",25500,73760.81719955898,121708.0,8.0,1,0,151.969341148,0,27,33.1599406281,"DebtCon","Mgr"
"R4871","0",25600,241570.0,264772.0,4.0,1,0,260.741988874,2,50,37.3799746485,"HomeImp","Self"
"R4875","0",25600,240092.0,263958.0,5.0,1,0,245.679470589,2,51,38.9735393291,"HomeImp","Self"
"R4876","0",25600,111000.0,153000.0,7.0,0,0,112.633333333,3,27,33.779915348719925,"DebtCon","ProfExe"
"R4877","1",25600,46000.0,80000.0,8.922268135904508,0,0,135.9,2,19,33.779915348719925,"DebtCon","Other"
"R4878","0",25600,76383.0,103544.0,0.0,0,0,222.242198282,5,24,42.9399693299,"DebtCon","Mgr"
"R4881","1",25600,50910.0,87358.0,19.0,2,0,104.40647219,0,27,42.6774506529,"DebtCon","Other"
"R4882","0",25600,144616.0,211230.0,7.0,0,0,199.091308066,0,27,39.0029283264,"HomeImp","ProfExe"
"R4883","1",25600,65030.0,92453.0,5.0,0,0,179.76627518658208,0,0,35.0288564244,"DebtCon","Other"
"R4884","0",25600,77123.0,103014.0,1.0,0,0,231.794201057,3,24,43.6712814319,"DebtCon","Mgr"
"R4885","0",25600,140649.0,212089.0,4.0,0,0,187.871420915,0,29,40.0332186251,"HomeImp","ProfExe"
"R4887","0",25600,139746.0,210298.0,6.0,0,0,185.112576375,1,28,38.3688903826,"HomeImp","ProfExe"
"R4893","0",25700,50800.0,85000.0,23.0,1,2,184.266666667,1,20,33.779915348719925,"DebtCon","Other"
"R4895","0",25700,43881.0,69954.0,10.0,0,0,126.473065633,0,20,40.7690618233,"DebtCon","Other"
"R4897","1",25700,32613.0,63065.0,0.0,0,0,218.485275073,0,22,41.2101070419,"DebtCon","Other"
"R4898","0",25700,23047.0,76575.0,8.922268135904508,2,1,104.5662029,2,26,29.2966334907,"DebtCon","Other"
"R4901","0",25700,63054.0,104624.0,15.0,0,1,132.107117212,0,29,40.205292882,"DebtCon","Other"
"R4902","0",25800,140785.0,208421.0,3.0,0,0,176.271489295,0,28,39.7450028424,"HomeImp","ProfExe"
"R4904","0",25800,73760.81719955898,68913.0,26.0,0,0,123.644488047,0,9,22.9251360626,"DebtCon","Other"
"R4906","0",25800,82058.0,116330.0,11.0,0,1,128.447169912,0,18,27.98945739,"DebtCon","ProfExe"
"R4908","0",25800,137140.0,167096.0,7.0,0,1,209.085282963,1,19,36.18947433,"DebtCon","Other"
"R4909","0",25800,73760.81719955898,51824.0,8.922268135904508,0,0,89.5998150771,1,12,28.5464784587,"DebtCon","Other"
"R4913","0",25900,73760.81719955898,33888.0,24.0,0,0,73.8584967168,2,14,28.2430625667,"HomeImp","Other"
"R4914","1",25900,73760.81719955898,101776.04874145007,20.0,0,2,190.99656481,0,22,31.1623894798,"DebtCon","Other"
"R4915","0",25900,108319.0,135884.0,8.0,1,0,188.375801847,5,18,40.5048550472,"DebtCon","Mgr"
"R4917","0",25900,145700.0,211151.0,6.0,0,0,182.171372131,1,27,38.4804845697,"HomeImp","ProfExe"
"R4918","0",25900,80663.0,122372.0,10.0,0,1,133.669493946,0,18,26.5739307907,"DebtCon","ProfExe"
"R4919","0",25900,152071.0,185893.0,0.0,0,0,185.54351198,0,16,40.642278896,"HomeImp","Self"
"R4920","0",25900,59575.0,85837.0,22.0,0,1,189.755350522,0,19,24.8746151081,"DebtCon","Other"
"R4921","0",25900,56784.0,91401.0,2.0,0,1,90.1636970396,0,23,34.0989317344,"DebtCon","Office"
"R4922","0",25900,58693.0,86469.0,1.0,0,1,94.1295634101,0,23,32.1275627389,"DebtCon","Office"
"R4923","1",25900,21852.0,57518.0,2.0,0,0,80.1684794224,2,11,31.9836860374,"HomeImp","Other"
"R4924","0",25900,61064.0,94714.0,2.0,0,0,98.8093748424,0,23,34.5659442518,"DebtCon","Office"
"R4928","0",26000,100548.0,207647.0,22.0,0,0,218.595991343,0,18,26.5594949598,"DebtCon","Other"
"R4932","0",26000,139904.0,172310.0,6.0,1,0,204.114414714,0,19,34.83482969,"DebtCon","Other"
"R4934","1",26000,79714.0,101776.04874145007,1.0,0,4,125.766666667,0,23,33.779915348719925,"DebtCon","ProfExe"
"R4938","0",26000,81764.0,118388.0,9.0,0,0,130.192418126,0,18,28.1541346617,"DebtCon","ProfExe"
"R4939","0",26000,20119.0,54563.0,24.0,0,0,126.987959436,0,11,25.6236385071,"DebtCon","Other"
"R4940","0",26000,47067.0,63292.0,17.0,0,0,174.62101544,2,21,33.6731464439,"DebtCon","Office"
"R4942","0",26100,75164.0,108483.0,7.0,0,0,300.835958058,2,28,30.0714020464,"DebtCon","Mgr"
"R4944","0",26100,150464.0,203202.0,10.0,0,0,248.481945248,1,33,43.1121906735,"HomeImp","Other"
"R4947","0",26100,73760.81719955898,151429.0,8.922268135904508,0,0,179.76627518658208,1,21,15.5670010734,"DebtCon","Other"
"R4948","0",26100,73760.81719955898,120470.0,7.0,0,0,161.287671605,0,27,34.1300036612,"DebtCon","Mgr"
"R4949","0",26100,103949.0,208432.0,23.0,0,0,202.592647026,0,18,23.2902344772,"DebtCon","Other"
"R4953","0",26200,105096.0,136580.0,9.0,2,0,181.358591728,4,17,39.1873616116,"DebtCon","Mgr"
"R4955","0",26200,77952.0,113285.0,5.0,0,0,90.0160915439,1,31,39.3906602805,"DebtCon","Other"
"R4958","0",26200,49323.0,77160.0,23.0,0,1,286.181655138,0,29,39.676304649,"DebtCon","Other"
"R4959","0",26200,149599.0,181869.0,1.0,0,0,204.028989792,0,35,39.8008795607,"DebtCon","Other"
"R4962","0",26200,189252.0,241754.0,9.0,0,0,97.3148877438,2,25,40.312697726,"DebtCon","Other"
"R4964","0",26300,73760.81719955898,37310.0,26.0,0,0,92.8551294317,2,15,27.2170286506,"HomeImp","Other"
"R4967","0",26300,118304.0,177819.0,17.0,0,0,299.217252292,1,30,34.3682693292,"DebtCon","Sales"
"R4971","0",26300,52296.0,91041.0,24.0,1,2,193.853713224,0,19,24.893781127,"DebtCon","Other"
"R4973","0",26300,114956.0,147793.0,3.0,0,0,296.560154446,2,35,43.807293163,"DebtCon","Office"
"R4975","0",26300,73760.81719955898,43472.0,8.922268135904508,0,0,90.0803269658,1,12,28.6885003216,"DebtCon","Other"
"R4977","0",26300,78851.0,109090.0,8.0,0,0,405.43042921,0,44,42.341626392,"DebtCon","Office"
"R4982","0",26400,73679.0,98614.0,10.0,0,0,151.62870365,0,20,38.1596227911,"DebtCon","Office"
"R4983","0",26400,130672.0,212536.0,10.0,0,0,221.506831609,3,26,20.2699187889,"DebtCon","ProfExe"
"R4985","0",26400,122105.0,165000.0,1.0,0,0,234.4,2,24,33.779915348719925,"DebtCon","Mgr"
"R4987","0",26400,240907.0,260638.0,7.0,1,0,255.415514019,3,51,37.6529191064,"HomeImp","Self"
"R4988","0",26400,134642.0,182719.0,0.0,0,0,122.456863273,1,39,32.6988004592,"DebtCon","Mgr"
"R4990","0",26400,220432.0,283978.0,6.0,0,5,480.356013682,1,56,33.7142390985,"HomeImp","ProfExe"
"R4991","0",26400,196412.0,250164.0,9.0,0,0,97.2783492705,1,26,42.3342459981,"DebtCon","Other"
"R4993","0",26500,29751.0,57501.0,1.0,0,0,114.359189008,2,7,37.0754718648,"DebtCon","Office"
"R4994","0",26500,23742.0,77878.0,8.922268135904508,2,1,99.3771684095,2,26,28.8767237506,"DebtCon","Other"
"R4995","0",26500,145393.0,187324.0,3.0,0,0,194.227744843,1,16,40.8548649935,"HomeImp","Self"
"R4996","0",26500,73760.81719955898,63918.0,25.0,0,0,135.440947151,0,8,20.1613878513,"DebtCon","Other"
"R4997","0",26500,63345.0,100332.0,16.0,0,0,139.510545881,0,30,38.4274445686,"DebtCon","Other"
"R5001","0",26500,77198.0,131090.0,0.0,0,0,312.908803672,0,24,37.8301637869,"DebtCon","Office"
"R5003","0",26500,84769.0,127773.0,2.0,0,0,190.860477213,2,25,42.0316391334,"DebtCon","Other"
"R5005","0",26500,34678.0,68000.0,14.0,1,0,88.3,6,16,33.779915348719925,"DebtCon","Mgr"
"R5006","1",26500,14000.0,45000.0,0.0,0,0,195.233333333,1,7,33.779915348719925,"DebtCon","Other"
"R5009","0",26500,134952.0,165451.0,8.0,1,0,225.323672176,1,19,35.7348563732,"DebtCon","Other"
"R5013","1",26600,62895.0,103000.0,1.0,0,5,187.466666667,2,34,33.779915348719925,"DebtCon","Self"
"R5018","0",26600,140561.0,208775.0,5.0,0,0,197.524102446,1,27,36.8783891159,"HomeImp","ProfExe"
"R5020","0",26600,49610.0,78355.0,23.0,0,0,278.603564036,0,30,39.5299036124,"DebtCon","Other"
"R5022","0",26600,122501.0,153280.0,2.0,0,0,289.581722986,0,25,38.1297117958,"DebtCon","Mgr"
"R5024","0",26700,40785.0,75601.0,14.0,1,0,98.2405208952,5,15,34.1542281926,"DebtCon","Mgr"
"R5025","0",26700,144243.0,176096.0,1.0,0,0,194.679796121,0,34,40.479243579,"DebtCon","Other"
"R5027","0",26700,73760.81719955898,120179.0,8.0,0,0,162.12582,0,27,35.0955199308,"DebtCon","Mgr"
"R5028","0",26700,81968.0,114647.0,10.0,0,1,126.707319678,0,19,27.0567269719,"DebtCon","ProfExe"
"R5030","0",26700,186185.0,233480.0,0.0,0,0,290.578837018,1,32,41.7412010453,"DebtCon","ProfExe"
"R5033","0",26800,149729.0,183027.0,7.0,0,0,331.256557108,0,34,37.0008832208,"DebtCon","ProfExe"
"R5035","0",26800,145772.0,193135.0,12.0,0,0,147.938795355,0,36,40.9043210382,"DebtCon","ProfExe"
"R5037","0",26800,148471.0,183284.0,4.0,0,0,323.262382949,0,35,37.2722713083,"DebtCon","ProfExe"
"R5040","0",26800,124199.0,166404.0,1.0,0,0,243.942099541,2,23,34.5096568845,"DebtCon","Mgr"
"R5041","0",26800,46236.0,62711.0,17.0,0,0,175.075058042,1,22,33.0599336384,"DebtCon","Office"
"R5043","0",26800,145745.0,211400.0,6.0,0,0,184.711634692,1,27,39.848391232,"HomeImp","ProfExe"
"R5046","1",26800,18459.0,53907.0,0.0,0,0,200.417027078,0,6,71.5121105669,"DebtCon","Other"
"R5048","0",26900,73760.81719955898,35397.0,7.0,0,0,85.2508407218,1,13,20.8372554678,"DebtCon","Other"
"R5051","0",26900,115638.0,145440.0,4.0,0,0,294.700192054,2,36,43.9086453331,"DebtCon","Office"
"R5052","1",26900,69000.0,106500.0,0.6,0,1,115.7,2,19,33.779915348719925,"DebtCon","Sales"
"R5053","0",26900,67144.0,92923.0,16.0,0,0,89.1121734851,1,17,32.791478032,"DebtCon","Other"
"R5055","0",26900,98324.0,129210.0,0.0,1,0,185.205811135,3,38,34.6506491263,"DebtCon","ProfExe"
"R5056","0",26900,54071.0,85557.0,0.0,0,2,91.2099762279,0,22,34.597191903,"DebtCon","Office"
"R5057","0",26900,113724.0,151969.0,4.0,0,0,294.892762717,1,36,42.3972489858,"DebtCon","Office"
"R5059","0",26900,45763.0,73797.0,23.0,0,0,291.591681519,1,29,39.3708581545,"DebtCon","Other"
"R5060","0",26900,215692.0,286555.0,8.0,0,5,468.178122395,1,55,30.5530054205,"HomeImp","ProfExe"
"R5065","0",27000,144901.0,178093.0,7.0,0,0,331.113972095,0,34,40.5665518985,"DebtCon","ProfExe"
"R5072","0",27000,60631.0,86091.0,24.0,0,2,200.141453591,1,20,26.2487566324,"DebtCon","Other"
"R5074","0",27000,73760.81719955898,61844.0,26.0,0,0,133.099736931,0,8,22.7186526201,"DebtCon","Other"
"R5083","0",27100,118200.0,159739.0,6.0,0,1,117.152160537,3,27,34.2060084453,"DebtCon","ProfExe"
"R5084","0",27100,20497.0,74244.0,8.922268135904508,1,2,93.0603426179,1,25,27.3613398116,"DebtCon","Other"
"R5086","0",27200,145725.0,179197.0,1.0,0,0,183.376288356,0,34,40.2874799246,"DebtCon","Other"
"R5090","0",27200,101680.0,134864.0,10.0,0,1,150.596198031,0,29,40.880494666,"DebtCon","Office"
"R5095","0",27300,66878.0,93656.0,11.0,0,0,153.795904634,0,20,39.0850063444,"DebtCon","Office"
"R5096","0",27300,72314.0,118839.0,5.0,0,0,99.6938324592,1,31,42.343420263,"DebtCon","Other"
"R5100","0",27300,53223.0,86696.0,0.0,0,0,96.0706878761,0,22,34.5177905049,"DebtCon","Office"
"R5104","0",27300,73760.81719955898,37531.0,22.0,0,0,82.6602694768,2,14,29.6098475571,"HomeImp","Other"
"R5106","0",27300,73760.81719955898,43277.0,9.0,0,0,101.886614783,1,14,20.8081961787,"DebtCon","Other"
"R5107","0",27300,149950.0,177309.0,6.0,0,0,328.168122742,0,35,39.1595537571,"DebtCon","ProfExe"
"R5108","0",27300,73760.81719955898,116708.0,11.0,0,0,175.200960237,0,26,33.747826295,"DebtCon","Mgr"
"R5110","0",27400,99900.0,143437.0,21.0,0,0,211.108277135,0,12,39.110297625,"DebtCon","Mgr"
"R5112","0",27400,73760.81719955898,39858.0,11.0,1,0,87.3790076491,1,14,20.5882143574,"DebtCon","Other"
"R5113","0",27400,73760.81719955898,121625.0,7.0,1,0,154.437847624,0,27,33.3738136719,"DebtCon","Mgr"
"R5117","0",27400,46575.0,85263.0,1.0,0,0,155.647041162,2,19,39.4893172019,"DebtCon","Office"
"R5120","0",27500,54511.0,84470.0,9.0,0,1,140.24779602,3,29,40.2782983031,"DebtCon","Other"
"R5124","1",27500,137900.0,184000.0,10.0,0,0,179.76627518658208,0,0,33.779915348719925,"DebtCon","Office"
"R5125","0",27500,150666.0,192346.0,3.0,0,0,177.871473252,0,17,39.9786503305,"HomeImp","Self"
"R5127","0",27500,69579.0,117799.0,5.0,0,0,84.3731244983,2,32,38.862120807,"DebtCon","Other"
"R5131","0",27600,54584.0,86568.0,22.0,0,0,214.815737297,1,27,35.2239707983,"DebtCon","Other"
"R5137","0",27600,150120.0,191972.0,3.0,0,0,178.038491095,1,16,41.8074280451,"HomeImp","Self"
"R5145","0",27600,72468.0,106906.0,12.0,0,0,288.849551514,1,32,38.9840130094,"DebtCon","ProfExe"
"R5146","0",27600,112753.0,155166.0,6.0,0,0,124.9909552,3,26,32.0886813521,"DebtCon","ProfExe"
"R5147","0",27600,129311.0,188143.0,1.0,0,0,122.516884763,1,39,30.4741737383,"DebtCon","Mgr"
"R5150","0",27700,103249.0,206521.0,24.0,0,0,196.78163285,0,19,25.6881763415,"DebtCon","Other"
"R5152","0",27700,54617.0,87722.0,9.0,0,1,132.411381773,3,29,39.6311029934,"DebtCon","Other"
"R5157","0",27700,77886.0,114494.0,9.0,0,0,118.471353785,0,18,28.3440783908,"DebtCon","ProfExe"
"R5166","0",27700,141930.0,182516.0,0.0,0,0,235.630576479,2,19,41.9588135007,"DebtCon","ProfExe"
"R5176","0",27900,55859.0,92179.0,0.0,0,1,94.9325443833,0,23,33.09789894,"DebtCon","Office"
"R5180","0",27900,69589.0,115061.0,5.0,0,0,97.8638453002,1,32,41.4739717312,"DebtCon","Other"
"R5181","1",27900,62264.0,39604.0,10.0,3,1,118.77826456,7,23,48.077531472,"DebtCon","Sales"
"R5184","0",27900,50988.0,81533.0,1.0,0,0,167.614450065,2,18,40.6208847532,"DebtCon","Office"
"R5185","0",27900,113843.0,156282.0,7.0,0,0,109.959626187,2,27,33.9424648468,"DebtCon","ProfExe"
"R5186","0",27900,135511.0,184219.0,1.0,1,0,241.052283453,2,19,38.6064927126,"DebtCon","ProfExe"
"R5189","0",28000,59775.0,87390.0,8.0,0,0,138.486476582,3,30,41.543804711,"DebtCon","Other"
"R5195","1",28000,86600.0,127000.0,6.5,0,4,234.366666667,5,35,33.779915348719925,"DebtCon","ProfExe"
"R5197","0",28000,96015.0,127551.0,0.0,1,0,196.523488141,3,37,34.8716431146,"DebtCon","ProfExe"
"R5200","0",28100,96160.0,128767.0,10.0,0,1,154.672858029,0,29,41.1179445766,"DebtCon","Office"
"R5204","1",28100,72100.0,112000.0,20.0,4,1,120.733333333,1,58,33.779915348719925,"DebtCon","ProfExe"
"R5206","1",28100,75768.0,101776.04874145007,9.0,0,0,133.121866947,3,33,46.7518001093,"DebtCon","Other"
"R5209","0",28200,58232.0,97555.0,17.0,0,1,130.450764881,0,29,38.0927303029,"DebtCon","Other"
"R5211","0",28200,61038.0,87534.0,8.0,0,0,137.487819254,3,30,39.3600186008,"DebtCon","Other"
"R5212","0",28200,118728.0,160486.0,7.0,0,0,112.520817924,2,26,34.5373422913,"DebtCon","ProfExe"
"R5214","0",28200,44321.0,63050.0,19.0,0,0,182.247305722,2,22,32.4771670307,"DebtCon","Office"
"R5217","0",28200,148455.0,191419.0,1.0,0,0,186.983042875,0,17,39.5633030746,"HomeImp","Self"
"R5218","0",28200,100353.0,131386.0,9.0,0,0,146.065483334,0,28,38.6792076245,"DebtCon","Office"
"R5228","0",28300,130028.0,178918.0,2.0,0,0,113.942638858,1,39,33.4401616269,"DebtCon","Mgr"
"R5230","0",28300,145931.0,239990.0,27.0,0,0,357.230953823,0,19,38.2684699921,"HomeImp","ProfExe"
"R5232","0",28400,90823.0,126845.0,1.0,0,0,188.773454929,1,25,42.8967151132,"DebtCon","Other"
"R5233","0",28400,72870.0,95647.0,11.0,0,0,139.045254716,0,20,37.8206784545,"DebtCon","Office"
"R5234","0",28400,46126.0,66942.0,18.0,0,0,180.668308184,2,21,33.7690351499,"DebtCon","Office"
"R5235","0",28400,150784.0,192411.0,0.0,0,0,173.305493365,1,16,41.5432541368,"HomeImp","Self"
"R5236","0",28400,197852.0,243593.0,10.0,0,0,111.10868013,2,26,41.2149653389,"DebtCon","Other"
"R5244","0",28500,49461.0,83352.0,21.0,0,0,210.025058353,0,26,37.3017640995,"DebtCon","Other"
"R5249","0",28500,84908.0,108385.0,10.0,0,0,384.28504689,0,45,41.3420109421,"DebtCon","Office"
"R5251","0",28500,100145.0,130522.0,10.0,0,0,137.942869224,0,29,39.0725891756,"DebtCon","Office"
"R5253","0",28500,29338.0,62220.0,2.0,0,0,113.205923809,1,6,36.8770985079,"DebtCon","Office"
"R5255","0",28600,94165.0,130285.0,10.0,0,1,137.813330941,0,28,42.0800160368,"DebtCon","Office"
"R5256","0",28600,85174.0,127306.0,1.0,0,0,193.073913493,1,24,40.6562485789,"DebtCon","Other"
"R5257","0",28600,136546.0,185507.0,0.0,0,0,212.314098482,3,19,40.5168013148,"DebtCon","ProfExe"
"R5259","0",28600,39009.0,75893.0,12.0,1,0,85.6255199881,6,15,33.9758144121,"DebtCon","Mgr"
"R5260","0",28600,105907.0,156126.0,10.0,0,0,165.090734958,1,17,33.2313008817,"DebtCon","ProfExe"
"R5261","0",28600,31634.0,65157.0,5.0,0,0,119.362025561,1,6,40.1594187649,"DebtCon","Office"
"R5262","1",28600,126189.0,167157.0,19.0,0,2,239.227035905,0,26,31.0127489277,"DebtCon","ProfExe"
"R5273","0",28800,73760.81719955898,44761.0,10.0,0,0,84.7282679577,1,14,22.8416631875,"DebtCon","Other"
"R5278","0",28900,91683.0,127833.0,0.0,1,0,187.242402775,3,37,33.1687568509,"DebtCon","ProfExe"
"R5281","0",28900,73760.81719955898,117991.0,7.0,0,0,159.55002458,0,27,32.1650025298,"DebtCon","Mgr"
"R5282","1",28900,63748.0,36392.0,9.0,4,1,124.247898612,6,23,44.5785000552,"DebtCon","Sales"
"R5285","0",28900,77916.0,130728.0,2.0,0,0,290.772608046,1,23,39.095476448,"DebtCon","Office"
"R5286","0",28900,109888.0,182229.0,16.0,0,0,302.226417651,1,30,33.3190618947,"DebtCon","Sales"
"R5290","1",29000,149900.0,201000.0,5.0,4,4,131.933333333,1,29,33.779915348719925,"DebtCon","Self"
"R5293","1",29000,101824.0,101776.04874145007,4.0,2,4,186.7,0,14,33.779915348719925,"DebtCon","Mgr"
"R5296","0",29200,139299.0,180818.0,1.0,0,0,226.861144885,1,19,40.817309246,"DebtCon","ProfExe"
"R5298","0",29300,228059.0,291314.0,16.0,0,1,259.677202113,2,26,28.1736455408,"DebtCon","ProfExe"
"R5301","1",29400,48800.0,86000.0,5.0,1,0,52.7665327306,2,21,33.779915348719925,"DebtCon","Other"
"R5306","0",29500,48590.0,81354.0,0.0,0,0,157.026326263,3,18,40.1706182856,"DebtCon","Office"
"R5307","1",29500,118000.0,169900.0,8.0,0,0,138.966666667,1,23,33.779915348719925,"DebtCon","Mgr"
